STATE,NOEXCH,MDMAUD,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,GEOCODE2,DOMAIN_A,DOMAIN_B
WA,0,XXXX,18,H,F,2,L,G,X,X,X,A,S,2
WA,0,XXXX,40,H,F,3,L,E,X,X,X,C,T,2
MI,0,XXXX,16,H,F,3,L,E,X,X,X,A,S,2
IN,0,XXXX,42,H,F,3,L,G,X,X,X,D,R,1
CA,0,XXXX,7,H,M,3,L,G,X,X,X,A,U,2
other,0,XXXX,42,H,F,2,L,D,X,X,X,D,R,1
IL,0,XXXX,16,H,M,3,L,G,X,X,X,A,S,2
CA,0,XXXX,40,H,F,2,L,E,X,X,X,A,T,2
other,0,XXXX,47,H,F,2,L,E,X,X,X,D,R,2
FL,0,XXXX,37,H,F,2,L,D,X,X,X,A,T,2
GA,0,XXXX,40,H,M,3,L,E,X,X,X,A,T,2
CA,0,XXXX,5,H,M,3,L,G,X,X,X,B,U,2
other,0,XXXX,24,U,M,R2,L,F,X,X,X,B,C,1
other,0,XXXX,26,U,F,2,L,G,X,X,X,B,C,2
other,0,XXXX,42,U,M,3,L,F,X,X,X,C,R,1
other,0,XXXX,18,H,M,3,L,E,X,X,X,A,S,2
MO,0,XXXX,10,U,M,3,L,F,X,X,X,A,U,4
other,0,XXXX,24,U,M,3,L,F,X,X,X,B,C,1
WA,0,XXXX,42,U,F,1,L,F,X,X,X,B,R,1
CA,0,XXXX,20,U,F,R2,L,E,X,X,X,A,S,2
NC,0,XXXX,42,U,F,R2,L,E,X,X,X,B,R,1
IN,0,XXXX,34,H,F,3,L,F,X,X,X,B,T,1
MI,0,XXXX,30,U,F,1,L,F,X,X,X,B,C,3
CA,0,XXXX,14,H,F,3,L,F,X,X,X,A,S,1
other,0,XXXX,31,U,F,R2,L,G,X,X,X,B,C,3
other,0,XXXX,39,U,M,3,L,F,X,X,X,D,T,2
CA,0,XXXX,27,H,M,3,L,E,X,X,X,A,C,2
other,0,XXXX,31,U,F,R2,L,E,X,X,X,C,C,3
IL,0,XXXX,36,U,F,3,L,G,X,X,X,D,T,2
other,0,XXXX,35,U,M,2,L,F,X,X,X,D,T,1
NC,0,XXXX,35,H,F,3,L,G,X,X,X,B,T,1
IN,0,XXXX,44,H,M,3,L,F,X,X,X,B,R,2
other,0,XXXX,21,U,F,3,L,E,X,X,X,A,S,3
CA,0,XXXX,21,H,F,2,L,F,X,X,X,A,S,3
other,0,XXXX,11,H,M,3,L,F,X,X,X,B,S,1
TX,0,XXXX,24,H,F,3,L,F,X,X,X,C,C,1
other,0,XXXX,40,H,F,3,L,E,X,X,X,B,T,2
WA,0,XXXX,39,U,F,R2,L,F,X,X,X,C,T,2
WA,0,XXXX,11,U,M,R2,L,F,X,X,X,A,S,1
CA,0,XXXX,14,U,F,R2,L,F,X,X,X,A,S,1
CA,0,XXXX,12,U,M,R2,L,D,X,X,X,A,S,1
other,0,XXXX,37,H,M,2,L,E,X,X,X,D,T,2
other,0,XXXX,40,H,F,3,L,F,X,X,X,D,T,2
CA,0,D2CM,8,H,F,2,L,G,D,2,C,A,U,3
other,0,XXXX,43,U,M,2,L,F,X,X,X,D,R,2
TX,0,XXXX,52,H,F,3,L,G,X,X,X,D,R,3
other,0,XXXX,20,H,F,2,L,E,X,X,X,B,S,2
other,0,XXXX,25,U,F,3,L,G,X,X,X,A,C,2
TX,0,XXXX,18,H,F,3,L,E,X,X,X,A,S,2
CA,0,XXXX,2,H,F,3,L,F,X,X,X,A,U,1
FL,0,XXXX,28,U,M,R2,L,F,X,X,X,A,C,2
other,0,XXXX,31,U,F,3,L,F,X,X,X,A,C,3
GA,0,XXXX,49,H,M,3,L,G,X,X,X,D,R,2
TX,0,XXXX,39,U,M,R2,L,G,X,X,X,A,T,2
TX,0,XXXX,43,H,M,2,L,F,X,X,X,B,R,2
MI,0,XXXX,49,H,F,3,L,F,X,X,X,C,R,2
other,0,XXXX,18,U,F,2,L,F,X,X,X,B,S,2
NC,0,XXXX,43,U,M,3,L,F,X,X,X,C,R,2
MO,0,XXXX,40,H,F,3,L,D,X,X,X,B,T,2
other,0,XXXX,30,U,F,R2,L,F,X,X,X,B,C,3
CA,0,XXXX,18,H,F,1,L,F,X,X,X,A,S,2
other,0,XXXX,31,U,F,3,L,F,X,X,X,B,C,3
IL,0,XXXX,1,U,M,R2,L,G,X,X,X,A,U,1
FL,0,XXXX,12,H,M,3,L,F,X,X,X,A,S,1
MI,0,XXXX,36,H,F,3,L,D,X,X,X,D,T,2
other,0,XXXX,28,U,F,R2,L,D,X,X,X,C,C,2
other,0,XXXX,17,H,F,3,L,G,X,X,X,B,S,2
CA,0,XXXX,13,U,M,R2,L,F,X,X,X,B,S,1
other,0,XXXX,53,U,M,2,L,D,X,X,X,D,R,3
other,0,XXXX,53,H,M,2,L,F,X,X,X,D,R,3
other,0,XXXX,51,U,F,3,L,F,X,X,X,B,R,3
other,0,XXXX,45,U,F,3,L,F,X,X,X,D,R,2
other,0,XXXX,34,U,M,R2,L,F,X,X,X,D,T,1
other,0,XXXX,20,U,F,R2,L,F,X,X,X,B,S,2
CA,0,XXXX,21,H,F,3,L,F,X,X,X,A,S,3
GA,0,XXXX,11,H,other,3,L,F,X,X,X,A,S,1
MI,0,XXXX,12,U,M,1,L,E,X,X,X,B,S,1
WA,0,XXXX,27,H,F,3,L,E,X,X,X,A,C,2
other,0,XXXX,9,U,M,2,L,F,X,X,X,A,U,3
other,0,XXXX,38,H,F,2,L,G,X,X,X,B,T,2
other,0,XXXX,51,U,F,1,L,F,X,X,X,D,R,3
other,0,XXXX,26,U,F,3,L,F,X,X,X,A,C,2
other,0,XXXX,50,U,F,R2,L,E,X,X,X,B,R,3
CA,0,XXXX,1,U,M,1,L,F,X,X,X,A,U,1
FL,0,XXXX,48,U,M,R2,L,F,X,X,X,C,R,2
CA,0,XXXX,40,H,M,3,L,F,X,X,X,A,R,2
GA,0,XXXX,16,H,F,2,L,F,X,X,X,A,S,2
other,0,XXXX,11,H,M,3,L,F,X,X,X,B,S,1
WA,0,XXXX,20,U,M,3,L,F,X,X,X,A,S,2
WI,0,XXXX,40,U,M,R2,L,F,X,X,X,B,T,2
IN,0,XXXX,12,H,M,3,L,F,X,X,X,A,S,1
other,0,XXXX,49,U,M,3,L,F,X,X,X,D,R,2
IL,0,XXXX,44,H,F,3,L,F,X,X,X,A,R,2
WA,0,XXXX,40,H,F,3,L,D,X,X,X,C,R,2
CA,0,XXXX,42,U,F,R2,L,D,X,X,X,D,R,1
MO,0,XXXX,43,U,M,R2,L,F,X,X,X,D,R,2
CA,0,XXXX,49,U,F,R2,L,F,X,X,X,A,R,2
other,0,XXXX,39,H,F,3,L,G,X,X,X,D,T,2
CA,0,XXXX,11,H,M,3,L,E,X,X,X,A,S,1
other,0,XXXX,40,U,F,R2,L,G,X,X,X,C,T,2
CA,0,XXXX,35,H,M,3,L,F,X,X,X,B,T,1
FL,0,XXXX,34,U,M,R2,L,F,X,X,X,B,T,1
CA,0,XXXX,11,H,M,3,L,G,X,X,X,A,S,1
IL,0,XXXX,11,U,F,2,L,G,X,X,X,A,S,1
other,0,XXXX,12,H,M,3,L,F,X,X,X,B,S,1
IL,0,XXXX,38,U,F,3,L,E,X,X,X,C,T,2
other,0,XXXX,38,H,F,2,L,E,X,X,X,D,T,2
GA,0,XXXX,43,H,F,2,L,E,X,X,X,D,R,2
CA,0,XXXX,26,H,F,3,L,F,X,X,X,B,C,2
other,0,XXXX,20,H,F,3,L,F,X,X,X,A,S,2
TX,0,XXXX,11,H,F,2,L,E,X,X,X,B,S,1
other,0,XXXX,28,H,M,3,L,F,X,X,X,C,C,2
CA,0,XXXX,2,U,M,R2,L,G,X,X,X,A,U,1
NC,0,XXXX,40,H,F,2,L,D,X,X,X,B,R,2
CA,0,XXXX,12,U,F,R2,L,F,X,X,X,B,S,1
GA,0,XXXX,17,H,F,2,L,F,X,X,X,A,S,2
MI,0,XXXX,49,H,F,2,L,F,X,X,X,D,R,2
WA,0,XXXX,27,H,M,2,L,G,X,X,X,A,C,2
other,0,XXXX,18,U,M,R2,L,G,X,X,X,A,S,2
other,0,XXXX,5,H,F,3,L,F,X,X,X,B,U,2
IL,0,XXXX,1,U,F,3,L,F,X,X,X,A,U,1
other,0,XXXX,8,U,F,R2,L,F,X,X,X,A,U,3
other,0,XXXX,10,U,M,3,L,F,X,X,X,A,U,4
other,0,XXXX,40,U,F,R2,L,G,X,X,X,C,T,2
NC,0,XXXX,36,U,F,R2,L,E,X,X,X,D,T,2
MI,0,XXXX,10,H,F,2,L,F,X,X,X,A,U,4
NC,0,XXXX,49,U,F,3,L,F,X,X,X,B,R,2
IN,0,XXXX,41,H,M,3,L,D,X,X,X,D,T,3
other,0,XXXX,30,U,F,3,L,G,X,X,X,B,C,3
IN,0,XXXX,40,U,M,1,L,F,X,X,X,B,T,2
other,0,XXXX,36,U,F,R2,L,F,X,X,X,B,T,2
NC,0,XXXX,24,H,M,3,L,G,X,X,X,B,C,1
other,0,XXXX,30,U,M,3,L,G,X,X,X,B,C,3
TX,0,XXXX,27,H,M,3,L,D,X,X,X,C,C,2
other,0,XXXX,49,U,F,R2,L,E,X,X,X,B,R,2
WA,0,XXXX,16,H,M,3,L,F,X,X,X,A,S,2
WA,0,XXXX,26,U,M,R2,L,G,X,X,X,C,C,2
other,0,XXXX,49,U,F,3,L,F,X,X,X,C,R,2
CA,0,XXXX,44,H,F,3,L,F,X,X,X,B,R,2
other,0,XXXX,49,U,F,R2,L,E,X,X,X,D,R,2
GA,0,XXXX,40,H,M,3,L,F,X,X,X,A,R,2
FL,0,XXXX,11,H,M,1,L,E,X,X,X,B,S,1
NC,0,XXXX,15,H,M,3,L,F,X,X,X,B,S,1
IL,0,XXXX,45,U,F,R2,L,G,X,X,X,D,R,2
CA,0,XXXX,1,U,M,3,L,F,X,X,X,A,U,1
other,0,XXXX,10,U,F,R2,L,F,X,X,X,A,U,4
IL,0,XXXX,34,U,M,1,L,F,X,X,X,A,T,1
CA,0,XXXX,1,H,M,3,L,E,X,X,X,A,U,1
other,0,XXXX,40,H,M,1,L,F,X,X,X,C,T,2
FL,0,XXXX,14,H,F,3,L,E,X,X,X,B,S,1
NC,0,XXXX,36,U,M,2,L,D,X,X,X,B,T,2
other,0,XXXX,40,H,F,3,L,E,X,X,X,D,T,2
MI,0,XXXX,18,U,F,2,L,F,X,X,X,A,S,2
other,0,XXXX,13,H,F,2,L,E,X,X,X,B,S,1
WI,0,XXXX,49,U,F,2,L,F,X,X,X,D,R,2
IL,0,XXXX,27,H,M,1,L,F,X,X,X,A,C,2
other,0,XXXX,18,H,F,3,L,F,X,X,X,B,S,2
CA,0,XXXX,46,U,F,R2,L,F,X,X,X,C,R,2
IL,0,XXXX,8,H,M,3,L,F,X,X,X,A,U,3
other,0,XXXX,9,H,F,3,L,G,X,X,X,B,U,3
TX,0,XXXX,31,U,F,R2,L,F,X,X,X,B,C,3
other,0,XXXX,40,H,F,3,L,D,X,X,X,B,R,2
other,0,XXXX,21,U,F,2,L,F,X,X,X,B,S,3
CA,0,XXXX,1,H,M,3,L,G,X,X,X,A,U,1
FL,0,XXXX,23,H,M,3,L,D,X,X,X,A,C,1
other,0,XXXX,44,U,F,3,L,G,X,X,X,C,R,2
other,0,XXXX,11,U,F,R2,L,G,X,X,X,A,S,1
TX,0,XXXX,39,U,M,3,L,E,X,X,X,D,T,2
NC,0,XXXX,41,H,F,3,L,E,X,X,X,B,T,3
CA,0,XXXX,2,H,M,2,L,E,X,X,X,A,U,1
FL,0,XXXX,47,H,F,3,L,F,X,X,X,C,R,2
other,0,XXXX,24,U,M,2,L,G,X,X,X,C,C,1
MI,0,XXXX,40,H,F,3,L,G,X,X,X,C,T,2
IN,0,XXXX,9,U,F,R2,L,F,X,X,X,B,U,3
CA,0,XXXX,30,H,M,3,L,G,X,X,X,A,C,3
TX,0,XXXX,36,H,M,2,L,D,X,X,X,C,T,2
IL,0,XXXX,10,H,M,2,L,E,X,X,X,A,U,4
other,0,XXXX,35,H,F,3,L,F,X,X,X,D,T,1
CA,0,XXXX,18,U,F,2,L,G,X,X,X,B,S,2
TX,0,XXXX,43,U,F,2,L,F,X,X,X,D,R,2
other,0,XXXX,35,H,M,3,L,E,X,X,X,B,T,1
other,0,XXXX,43,U,F,2,L,F,X,X,X,D,R,2
other,0,XXXX,39,U,M,3,L,E,X,X,X,D,T,2
TX,0,XXXX,45,U,F,R2,L,F,X,X,X,D,R,2
MO,0,XXXX,11,H,M,3,L,D,X,X,X,A,S,1
FL,0,XXXX,40,H,F,2,L,E,X,X,X,D,R,2
MI,0,XXXX,20,H,M,3,L,F,X,X,X,A,S,2
TX,0,XXXX,53,H,F,2,L,F,X,X,X,D,R,3
IL,0,XXXX,7,U,M,1,L,F,X,X,X,A,U,2
other,0,XXXX,27,H,F,1,L,F,X,X,X,B,C,2
CA,0,XXXX,5,H,M,3,L,F,X,X,X,A,U,2
FL,0,XXXX,23,H,M,3,L,E,X,X,X,B,C,1
WI,0,XXXX,49,U,M,R2,L,G,X,X,X,C,R,2
other,0,XXXX,51,U,F,R2,L,F,X,X,X,D,R,3
other,0,XXXX,49,H,F,3,L,G,X,X,X,D,R,2
GA,0,XXXX,28,H,F,3,L,G,X,X,X,B,C,2
CA,0,XXXX,7,U,F,1,L,F,X,X,X,A,U,2
CA,0,XXXX,46,U,F,2,L,F,X,X,X,A,R,2
WA,0,XXXX,17,H,M,3,L,E,X,X,X,A,S,2
WI,0,XXXX,27,H,F,3,L,F,X,X,X,C,C,2
CA,0,XXXX,12,H,M,3,L,E,X,X,X,A,S,1
IL,0,XXXX,22,U,M,R2,L,F,X,X,X,A,C,1
other,0,XXXX,41,H,F,2,L,G,X,X,X,B,T,3
CA,0,XXXX,21,U,F,2,L,D,X,X,X,A,S,3
WA,0,XXXX,31,U,F,2,L,F,X,X,X,A,C,3
other,0,XXXX,34,U,F,R2,L,F,X,X,X,B,T,1
IN,0,XXXX,43,U,F,R2,L,D,X,X,X,B,R,2
MI,0,XXXX,44,H,F,3,L,G,X,X,X,C,R,2
other,0,XXXX,23,U,M,1,L,E,X,X,X,C,C,1
TX,0,XXXX,53,U,F,3,L,F,X,X,X,D,R,3
other,0,XXXX,28,H,M,3,L,F,X,X,X,D,C,2
CA,0,XXXX,12,H,M,3,L,F,X,X,X,A,S,1
CA,0,XXXX,27,U,F,R2,L,F,X,X,X,C,C,2
WI,0,XXXX,51,H,M,2,L,F,X,X,X,D,R,3
IL,0,D2CM,10,U,F,R2,L,G,D,2,C,A,U,4
CA,0,XXXX,32,H,M,3,L,G,X,X,X,A,C,3
other,0,XXXX,47,U,M,R2,L,E,X,X,X,B,R,2
other,0,XXXX,40,H,F,3,L,F,X,X,X,D,T,2
FL,0,XXXX,9,H,M,2,L,F,X,X,X,A,U,3
other,0,XXXX,18,U,F,1,L,F,X,X,X,B,S,2
MI,0,XXXX,49,H,M,3,L,D,X,X,X,C,R,2
WA,0,XXXX,13,H,F,2,L,F,X,X,X,A,S,1
TX,0,XXXX,30,U,M,R2,L,F,X,X,X,A,C,3
CA,0,XXXX,18,U,F,R2,L,F,X,X,X,B,S,2
CA,0,XXXX,2,H,M,3,L,F,X,X,X,A,U,1
other,0,XXXX,51,H,M,3,L,G,X,X,X,D,R,3
CA,0,XXXX,2,U,F,R2,L,E,X,X,X,A,U,1
WI,0,XXXX,25,U,F,R2,L,G,X,X,X,B,C,2
other,0,XXXX,39,U,M,R2,L,G,X,X,X,B,T,2
other,0,XXXX,45,H,F,2,L,E,X,X,X,D,R,2
other,0,XXXX,36,U,F,R2,L,F,X,X,X,B,T,2
GA,0,XXXX,44,H,M,3,L,F,X,X,X,C,R,2
MI,0,XXXX,14,H,M,3,L,E,X,X,X,A,S,1
FL,0,XXXX,29,U,other,2,L,G,X,X,X,A,C,2
CA,0,XXXX,12,U,F,R2,L,G,X,X,X,A,S,1
TX,0,XXXX,12,H,F,3,L,F,X,X,X,A,S,1
other,0,XXXX,37,U,F,3,L,F,X,X,X,D,T,2
other,0,XXXX,44,U,M,3,L,E,X,X,X,D,R,2
FL,0,XXXX,36,H,other,3,L,E,X,X,X,B,T,2
IL,0,XXXX,7,H,F,2,L,F,X,X,X,A,U,2
IL,0,XXXX,2,U,F,R2,L,G,X,X,X,A,U,1
other,0,XXXX,12,H,M,3,L,E,X,X,X,A,S,1
other,0,XXXX,45,U,F,3,L,E,X,X,X,D,R,2
MI,0,XXXX,30,U,M,3,L,F,X,X,X,C,C,3
CA,0,XXXX,8,U,F,R2,L,F,X,X,X,A,U,3
IL,0,XXXX,14,H,F,3,L,F,X,X,X,A,S,1
other,0,XXXX,27,H,F,3,L,E,X,X,X,C,C,2
CA,0,XXXX,13,U,F,R2,L,F,X,X,X,B,S,1
other,0,XXXX,23,U,F,3,L,F,X,X,X,C,C,1
WI,0,XXXX,37,H,M,3,L,D,X,X,X,B,T,2
other,0,XXXX,40,H,M,2,L,F,X,X,X,A,T,2
IN,0,XXXX,41,U,M,3,L,G,X,X,X,D,T,3
other,0,XXXX,36,H,F,2,L,F,X,X,X,D,T,2
other,0,XXXX,42,H,M,3,L,F,X,X,X,B,R,1
other,0,XXXX,43,H,M,3,L,F,X,X,X,C,R,2
other,0,XXXX,38,H,F,2,L,F,X,X,X,B,T,2
other,0,XXXX,51,H,F,3,L,F,X,X,X,C,R,3
CA,0,XXXX,13,H,M,3,L,G,X,X,X,A,S,1
MI,0,XXXX,40,H,M,3,L,F,X,X,X,A,T,2
MI,0,XXXX,49,U,F,3,L,F,X,X,X,D,R,2
IL,0,XXXX,35,H,F,3,L,F,X,X,X,A,T,1
CA,0,XXXX,36,H,M,2,L,F,X,X,X,D,T,2
FL,0,XXXX,12,U,M,3,L,E,X,X,X,A,S,1
CA,0,XXXX,29,H,F,3,L,G,X,X,X,A,C,2
WA,0,XXXX,17,H,M,3,L,G,X,X,X,A,S,2
GA,0,XXXX,30,H,F,2,L,F,X,X,X,A,C,3
other,0,XXXX,31,U,F,1,L,E,X,X,X,C,C,3
IL,0,XXXX,24,H,M,3,L,E,X,X,X,A,C,1
IL,X,XXXX,7,H,F,3,L,E,X,X,X,A,U,2
other,0,XXXX,36,H,M,3,L,D,X,X,X,C,T,2
NC,0,XXXX,27,H,M,2,L,E,X,X,X,B,C,2
CA,0,XXXX,23,H,M,1,L,G,X,X,X,A,C,1
TX,0,XXXX,36,U,F,2,L,E,X,X,X,D,T,2
MI,0,XXXX,35,H,M,3,L,G,X,X,X,A,T,1
MI,0,XXXX,17,H,F,2,L,E,X,X,X,A,S,2
CA,0,XXXX,8,H,F,3,L,F,X,X,X,A,U,3
MI,0,XXXX,43,H,F,2,L,G,X,X,X,D,R,2
IL,0,XXXX,45,U,other,2,L,F,X,X,X,C,R,2
other,0,XXXX,50,U,F,2,L,E,X,X,X,D,R,3
MI,0,XXXX,18,H,F,3,L,F,X,X,X,A,S,2
TX,0,XXXX,13,H,M,3,L,G,X,X,X,B,S,1
NC,0,XXXX,41,U,F,R2,L,F,X,X,X,D,T,3
FL,0,XXXX,37,U,M,1,L,F,X,X,X,C,T,2
CA,0,XXXX,49,H,F,3,L,G,X,X,X,D,R,2
other,0,XXXX,26,H,M,3,L,F,X,X,X,C,C,2
other,0,XXXX,34,U,F,1,L,E,X,X,X,D,T,1
other,0,XXXX,43,U,other,2,L,F,X,X,X,B,R,2
NC,0,XXXX,27,H,F,3,L,F,X,X,X,B,C,2
other,0,XXXX,36,H,F,3,L,E,X,X,X,C,T,2
NC,0,XXXX,36,H,M,3,L,E,X,X,X,C,T,2
WA,0,XXXX,42,U,M,2,L,F,X,X,X,B,R,1
WA,0,XXXX,33,U,M,1,L,G,X,X,X,B,C,3
TX,0,XXXX,40,U,F,R2,L,E,X,X,X,B,R,2
NC,0,XXXX,46,H,M,2,L,F,X,X,X,C,R,2
NC,0,XXXX,36,U,F,2,L,G,X,X,X,C,T,2
TX,0,XXXX,4,U,F,R2,L,F,X,X,X,B,U,2
CA,0,XXXX,13,H,M,3,L,E,X,X,X,A,S,1
NC,0,XXXX,40,H,F,3,L,E,X,X,X,B,T,2
other,0,XXXX,40,H,F,3,L,E,X,X,X,D,R,2
WA,0,XXXX,3,H,F,2,L,G,X,X,X,A,U,1
FL,0,XXXX,30,H,M,2,L,D,X,X,X,A,C,3
CA,0,XXXX,11,H,M,3,L,G,X,X,X,A,S,1
IL,0,XXXX,25,H,F,3,L,E,X,X,X,A,C,2
MO,0,XXXX,40,U,F,R2,L,F,X,X,X,C,T,2
IL,0,XXXX,2,U,F,R2,L,F,X,X,X,A,U,1
IN,0,XXXX,18,U,F,3,L,E,X,X,X,B,S,2
TX,0,XXXX,18,H,F,2,L,F,X,X,X,A,S,2
WA,0,XXXX,46,U,M,3,L,E,X,X,X,D,R,2
IN,0,XXXX,22,U,F,3,L,E,X,X,X,D,C,1
other,0,XXXX,19,U,F,R2,L,E,X,X,X,D,S,2
other,0,XXXX,34,H,F,3,L,E,X,X,X,A,T,1
other,0,XXXX,40,U,F,R2,L,F,X,X,X,B,T,2
CA,0,XXXX,11,H,M,2,L,G,X,X,X,A,S,1
GA,0,XXXX,27,H,F,3,L,G,X,X,X,A,C,2
other,0,XXXX,14,U,F,R2,L,E,X,X,X,B,S,1
other,0,XXXX,30,H,F,2,L,F,X,X,X,C,C,3
other,0,XXXX,30,H,M,3,L,E,X,X,X,B,C,3
MI,0,XXXX,18,U,M,R2,L,F,X,X,X,A,S,2
FL,0,XXXX,53,U,F,1,L,F,X,X,X,C,R,3
FL,0,XXXX,16,H,F,2,L,G,X,X,X,A,S,2
MI,0,XXXX,40,H,F,3,L,D,X,X,X,A,T,2
TX,0,XXXX,40,U,F,R2,L,F,X,X,X,B,R,2
other,0,XXXX,49,H,F,2,L,G,X,X,X,D,R,2
WA,0,XXXX,18,U,F,1,L,E,X,X,X,A,S,2
CA,0,XXXX,15,U,F,R2,L,F,X,X,X,A,S,1
other,0,XXXX,37,U,F,R2,L,D,X,X,X,B,T,2
other,0,XXXX,14,H,F,3,L,E,X,X,X,A,S,1
MI,0,XXXX,31,H,M,2,L,E,X,X,X,C,C,3
NC,0,XXXX,28,H,F,3,L,F,X,X,X,B,C,2
CA,0,XXXX,20,H,M,1,L,F,X,X,X,B,S,2
CA,0,XXXX,15,U,M,R2,L,E,X,X,X,A,S,1
MI,0,XXXX,18,U,F,R2,L,E,X,X,X,A,S,2
NC,0,XXXX,36,U,F,R2,L,F,X,X,X,C,T,2
NC,0,XXXX,23,H,F,3,L,G,X,X,X,C,C,1
NC,0,XXXX,42,U,F,R2,L,G,X,X,X,B,R,1
TX,0,XXXX,18,H,F,2,L,F,X,X,X,B,S,2
other,0,XXXX,37,H,F,3,L,E,X,X,X,B,T,2
CA,0,XXXX,18,H,M,3,L,E,X,X,X,A,S,2
NC,0,XXXX,28,U,F,3,L,G,X,X,X,C,C,2
other,0,XXXX,43,U,M,R2,L,E,X,X,X,D,R,2
MO,0,XXXX,43,H,F,2,L,G,X,X,X,D,R,2
MI,0,XXXX,49,H,M,3,L,F,X,X,X,D,R,2
IL,0,XXXX,17,U,F,2,L,D,X,X,X,A,S,2
other,0,XXXX,48,H,F,3,L,D,X,X,X,C,R,2
IL,0,XXXX,19,U,M,R2,L,G,X,X,X,A,S,2
FL,0,XXXX,40,U,F,3,L,E,X,X,X,D,R,2
other,0,XXXX,25,U,M,2,L,F,X,X,X,B,C,2
other,0,XXXX,22,U,F,R2,L,F,X,X,X,B,C,1
other,0,XXXX,14,U,F,1,L,F,X,X,X,B,S,1
FL,0,XXXX,22,U,F,R2,L,E,X,X,X,B,C,1
MO,0,XXXX,24,H,F,1,L,F,X,X,X,C,C,1
NC,0,XXXX,50,H,other,2,L,F,X,X,X,D,R,3
other,0,XXXX,43,H,F,2,L,F,X,X,X,D,R,2
TX,0,XXXX,8,H,M,3,L,F,X,X,X,A,U,3
other,0,XXXX,49,U,F,2,L,E,X,X,X,C,R,2
other,0,XXXX,40,H,M,3,L,G,X,X,X,C,T,2
CA,0,XXXX,19,H,F,3,L,E,X,X,X,A,S,2
TX,0,XXXX,35,U,F,R2,L,F,X,X,X,C,T,1
CA,0,XXXX,12,U,M,R2,L,E,X,X,X,A,S,1
MO,0,XXXX,51,U,F,3,L,E,X,X,X,D,R,3
FL,0,XXXX,27,H,M,3,L,F,X,X,X,C,C,2
other,0,XXXX,53,U,F,2,L,F,X,X,X,D,R,3
IL,0,XXXX,35,H,F,3,L,F,X,X,X,A,T,1
WA,0,XXXX,40,U,F,R2,L,F,X,X,X,C,T,2
MO,0,XXXX,45,H,M,3,L,F,X,X,X,D,R,2
other,0,XXXX,40,U,F,3,L,F,X,X,X,B,R,2
WI,0,XXXX,48,H,F,3,L,D,X,X,X,D,R,2
other,0,XXXX,27,H,M,3,L,G,X,X,X,B,C,2
other,0,XXXX,30,U,F,3,L,F,X,X,X,B,C,3
other,0,XXXX,45,H,F,3,L,F,X,X,X,B,R,2
other,0,XXXX,11,U,F,R2,L,F,X,X,X,A,S,1
TX,0,XXXX,40,H,M,2,L,D,X,X,X,C,T,2
other,0,XXXX,51,H,M,3,L,F,X,X,X,A,R,3
IL,0,XXXX,16,U,F,R2,L,F,X,X,X,A,S,2
FL,0,XXXX,11,U,M,R2,L,E,X,X,X,B,S,1
NC,0,XXXX,47,U,F,2,L,F,X,X,X,B,R,2
CA,0,XXXX,14,U,M,R2,L,F,X,X,X,A,S,1
WI,0,XXXX,40,H,M,3,L,E,X,X,X,C,T,2
IN,0,XXXX,31,H,M,3,L,F,X,X,X,C,C,3
NC,0,XXXX,39,H,F,3,L,F,X,X,X,C,T,2
IN,0,XXXX,39,H,F,2,L,E,X,X,X,B,T,2
other,0,XXXX,12,H,F,2,L,G,X,X,X,B,S,1
FL,0,XXXX,37,H,M,3,L,E,X,X,X,A,T,2
other,0,XXXX,49,H,F,3,L,F,X,X,X,D,R,2
MI,0,XXXX,41,H,F,2,L,D,X,X,X,C,T,3
other,0,XXXX,38,U,F,R2,L,D,X,X,X,C,T,2
other,0,XXXX,18,H,M,3,L,F,X,X,X,A,S,2
other,0,XXXX,39,U,F,1,L,E,X,X,X,B,T,2
CA,0,XXXX,24,H,M,3,L,F,X,X,X,B,C,1
WI,0,XXXX,36,H,F,3,L,F,X,X,X,D,T,2
other,0,XXXX,30,H,F,2,L,F,X,X,X,D,C,3
other,0,XXXX,1,U,F,R2,L,E,X,X,X,B,U,1
other,0,XXXX,39,H,M,1,L,F,X,X,X,C,T,2
MI,0,XXXX,35,H,M,3,L,D,X,X,X,C,T,1
other,0,XXXX,49,H,M,2,L,F,X,X,X,D,R,2
CA,0,XXXX,9,U,F,R2,L,E,X,X,X,A,U,3
MI,0,XXXX,10,H,F,3,L,D,X,X,X,A,U,4
MI,0,XXXX,51,U,M,2,L,G,X,X,X,D,R,3
CA,0,XXXX,12,U,M,R2,L,F,X,X,X,A,S,1
MO,0,XXXX,42,U,F,R2,L,F,X,X,X,A,R,1
CA,0,XXXX,2,H,M,3,L,F,X,X,X,A,U,1
other,0,XXXX,22,H,M,3,L,F,X,X,X,C,C,1
CA,0,XXXX,11,H,F,2,L,F,X,X,X,A,S,1
TX,0,XXXX,53,U,F,2,L,F,X,X,X,D,R,3
FL,0,XXXX,31,U,F,R2,L,F,X,X,X,A,C,3
TX,0,XXXX,49,U,F,R2,L,G,X,X,X,D,R,2
other,0,XXXX,40,U,M,R2,L,D,X,X,X,A,R,2
WI,0,XXXX,3,U,M,2,L,G,X,X,X,B,U,1
other,0,XXXX,17,H,M,3,L,F,X,X,X,A,S,2
